begin_<parameters>
format free
phi_min  0
phi_max 360
phi_inc 5
theta_min 90
theta_max 90
theta_inc 15
complex
mag_phase
pattern gain
magnitude dB
phase degrees
direction degrees
polarization theta_phi
end_<parameters>
9.000000e+01	0.000000e+00	1.042555e+01	-4.521919e+00	0.000000e+00	0.000000e+00
9.000000e+01	5.000000e+00	1.022555e+01	-1.821919e+00	0.000000e+00	0.000000e+00
9.000000e+01	1.000000e+01	1.002555e+01	7.780810e-01	0.000000e+00	0.000000e+00
9.000000e+01	1.500000e+01	9.625551e+00	2.778081e+00	0.000000e+00	0.000000e+00
9.000000e+01	2.000000e+01	9.025551e+00	4.378081e+00	0.000000e+00	0.000000e+00
9.000000e+01	2.500000e+01	8.225551e+00	5.478081e+00	0.000000e+00	0.000000e+00
9.000000e+01	3.000000e+01	7.325551e+00	6.278081e+00	0.000000e+00	0.000000e+00
9.000000e+01	3.500000e+01	6.025551e+00	6.578081e+00	0.000000e+00	0.000000e+00
9.000000e+01	4.000000e+01	4.125551e+00	6.478081e+00	0.000000e+00	0.000000e+00
9.000000e+01	4.500000e+01	1.525551e+00	5.778081e+00	0.000000e+00	0.000000e+00
9.000000e+01	5.000000e+01	-1.974449e+00	4.578081e+00	0.000000e+00	0.000000e+00
9.000000e+01	5.500000e+01	-5.774449e+00	2.578081e+00	0.000000e+00	0.000000e+00
9.000000e+01	6.000000e+01	-4.574449e+00	5.780810e-01	0.000000e+00	0.000000e+00
9.000000e+01	6.500000e+01	-8.744490e-01	8.780810e-01	0.000000e+00	0.000000e+00
9.000000e+01	7.000000e+01	1.925551e+00	3.878081e+00	0.000000e+00	0.000000e+00
9.000000e+01	7.500000e+01	3.925551e+00	7.078081e+00	0.000000e+00	0.000000e+00
9.000000e+01	8.000000e+01	5.225551e+00	9.778081e+00	0.000000e+00	0.000000e+00
9.000000e+01	8.500000e+01	6.225551e+00	1.187808e+01	0.000000e+00	0.000000e+00
9.000000e+01	9.000000e+01	6.825551e+00	1.337808e+01	0.000000e+00	0.000000e+00
9.000000e+01	9.500000e+01	7.125551e+00	1.467808e+01	0.000000e+00	0.000000e+00
9.000000e+01	1.000000e+02	7.125551e+00	1.557808e+01	0.000000e+00	0.000000e+00
9.000000e+01	1.050000e+02	7.125551e+00	1.627808e+01	0.000000e+00	0.000000e+00
9.000000e+01	1.100000e+02	7.125551e+00	1.667808e+01	0.000000e+00	0.000000e+00
9.000000e+01	1.150000e+02	7.125551e+00	1.677808e+01	0.000000e+00	0.000000e+00
9.000000e+01	1.200000e+02	7.425551e+00	1.667808e+01	0.000000e+00	0.000000e+00
9.000000e+01	1.250000e+02	7.725551e+00	1.637808e+01	0.000000e+00	0.000000e+00
9.000000e+01	1.300000e+02	8.225551e+00	1.587808e+01	0.000000e+00	0.000000e+00
9.000000e+01	1.350000e+02	8.925551e+00	1.517808e+01	0.000000e+00	0.000000e+00
9.000000e+01	1.400000e+02	9.425551e+00	1.427808e+01	0.000000e+00	0.000000e+00
9.000000e+01	1.450000e+02	1.002555e+01	1.307808e+01	0.000000e+00	0.000000e+00
9.000000e+01	1.500000e+02	1.052555e+01	1.147808e+01	0.000000e+00	0.000000e+00
9.000000e+01	1.550000e+02	1.092555e+01	9.378081e+00	0.000000e+00	0.000000e+00
9.000000e+01	1.600000e+02	1.132555e+01	6.478081e+00	0.000000e+00	0.000000e+00
9.000000e+01	1.650000e+02	1.162555e+01	1.778081e+00	0.000000e+00	0.000000e+00
9.000000e+01	1.700000e+02	1.182555e+01	-6.621919e+00	0.000000e+00	0.000000e+00
9.000000e+01	1.750000e+02	1.192555e+01	-1.121919e+00	0.000000e+00	0.000000e+00
9.000000e+01	1.800000e+02	1.212555e+01	4.978081e+00	0.000000e+00	0.000000e+00
9.000000e+01	1.850000e+02	1.212555e+01	8.378081e+00	0.000000e+00	0.000000e+00
9.000000e+01	1.900000e+02	1.192555e+01	1.087808e+01	0.000000e+00	0.000000e+00
9.000000e+01	1.950000e+02	1.182555e+01	1.277808e+01	0.000000e+00	0.000000e+00
9.000000e+01	2.000000e+02	1.142555e+01	1.427808e+01	0.000000e+00	0.000000e+00
9.000000e+01	2.050000e+02	1.102555e+01	1.557808e+01	0.000000e+00	0.000000e+00
9.000000e+01	2.100000e+02	1.032555e+01	1.657808e+01	0.000000e+00	0.000000e+00
9.000000e+01	2.150000e+02	9.625551e+00	1.747808e+01	0.000000e+00	0.000000e+00
9.000000e+01	2.200000e+02	8.725551e+00	1.817808e+01	0.000000e+00	0.000000e+00
9.000000e+01	2.250000e+02	7.625551e+00	1.867808e+01	0.000000e+00	0.000000e+00
9.000000e+01	2.300000e+02	6.225551e+00	1.897808e+01	0.000000e+00	0.000000e+00
9.000000e+01	2.350000e+02	4.625551e+00	1.907808e+01	0.000000e+00	0.000000e+00
9.000000e+01	2.400000e+02	2.825551e+00	1.897808e+01	0.000000e+00	0.000000e+00
